"Reef","Site","Plot","Colony","Habitat","Depth","Cross_shelf","Taxa","Days_2022c","Bleaching_scores","Area_cm_2022","Area_cm_2023","log_2022","log_2023","log10_2022","log10_2023","Note_2022","Note_2023"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_4","BA_S","Shallow","offshore","Menc",0,1,59.10319,70.44888,4.07928489926672,4.25488734041846,1.7716109218628,1.84787409306374,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_5","BA_S","Shallow","offshore","Pmas",0,1,130.0492,140.83881,4.86791284039554,4.94761604494698,2.11410768496977,2.14872234689647,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_6","BA_S","Shallow","offshore","Lobo_sp",0,1,58.78704,76.13595,4.07392142244787,4.33252055805027,1.76928159347656,1.88158977109363,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_8","BA_S","Shallow","offshore","Acor",0,1,101.12723,153.04257,4.61637942705146,5.03071611798629,2.00486811154015,2.1848122500632,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_10","BA_S","Shallow","offshore","Pver",0,1,158.70493,179.67364,5.06704669195219,5.19114209410365,2.20059041786096,2.25448436624491,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_13","BA_S","Shallow","offshore","Gspp",0,1,67.51117,71.74235,4.21229306566942,4.27308122874633,1.82937563457956,1.8557755983689,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_15","BA_S","Shallow","offshore","Menc",0,1,354.70187,414.36356,5.87127763382658,6.02674375271589,2.54986347809286,2.61738155564941,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_16","BA_S","Shallow","offshore","Spis",0,4,113.9823,41.11821,4.73604317318203,3.716451089071,2.05683741616852,1.61403420024687,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_17","BA_S","Shallow","offshore","Pver",0,1,101.46403,124.08072,4.61970435143646,4.82093232155938,2.00631210785329,2.09370430488227,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_18","BA_S","Shallow","offshore","Pver",0,1,120.89313,73.47679,4.79490693218487,4.29696957403613,2.08240162188754,1.86615017491006,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_19","BA_S","Shallow","offshore","Adgt",0,1,156.78204,165.98118,5.05485656053968,5.11187440843531,2.19529631105483,2.2200588477659,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_21","BA_S","Shallow","offshore","Pmas",0,1,20.37013,21.7365,3.01406961215257,3.07899287517195,1.30899380063013,1.33718961550661,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_22","BA_S","Shallow","offshore","Gspp",0,1,17.23574,21.11043,2.84698513493339,3.04976723114591,1.23642993416216,1.32449707957603,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_23","BA_S","Shallow","offshore","Pmas",0,1,25.90055,24.03461,3.25426420400126,3.17949487487768,1.41330898645302,1.38083707939905,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_24","BA_S","Shallow","offshore","Adgt",0,4,44.42535,57.90765,3.7938102524565,4.05884950020363,1.64763085802984,1.76273594081421,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_25","BA_S","Shallow","offshore","Pmas",0,1,76.97755,82.88337,4.3435138209007,4.41743443888144,1.88636408448768,1.9184674009756,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_26","BA_S","Shallow","offshore","Pmas",0,2,26.80252,30.27329,3.28849591294703,3.4102658055979,1.42817562875429,1.48105962119451,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_27","BA_S","Shallow","offshore","Menc",0,1,165.78256,227.8744,5.1106770501964,5.42879459997287,2.21953884168989,2.35769553815439,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_29","BA_S","Shallow","offshore","Pmas",0,1,11.45709,13.7427,2.43860875234018,2.62050777403954,1.05907432466231,1.13807206604995,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_30","BA_S","Shallow","offshore","Pmas",0,1,143.32594,138.00086,4.96512133729378,4.92725991702184,2.15632479876678,2.13988179286566,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_31","BA_S","Shallow","offshore","Pmas",0,1,48.39749,49.72046,3.8794479528737,3.90641651840985,1.68482283876392,1.69653513796111,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_32","BA_S","Shallow","offshore","Pmas",0,1,77.91827,81.5629,4.35566045682908,4.40137450171955,1.89163930144507,1.91149265888647,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_34","BA_S","Shallow","offshore","Pver",0,2,64.15535,89.89765,4.16130748586947,4.49867180098019,1.80723287861581,1.95374833905946,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_35","BA_S","Shallow","offshore","Menc",0,1,373.32225,442.19007,5.92244198768035,6.0917398122689,2.5720838746417,2.64560898565874,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_37","BA_S","Shallow","offshore","Acor",0,1,76.22961,122.32857,4.33374996989107,4.80671062129868,1.88212369787208,2.08752789893577,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_38","BA_S","Shallow","offshore","Acor",0,1,182.31104,279.96498,5.20571423936824,5.63466452391859,2.26081296852281,2.44710371011386,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_40","BA_S","Shallow","offshore","Acor",0,1,228.88556,344.17084,5.43322214065233,5.84113816200155,2.35961839463988,2.53677407179178,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_42","BA_S","Shallow","offshore","Adgt",0,1,99.87233,146.62822,4.60389267031232,4.98790026751682,1.99944518199147,2.16621756246631,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_43","BA_S","Shallow","offshore","Pmas",0,1,22.78826,26.59977,3.12624549106684,3.28090256913373,1.35771116584525,1.42487788143698,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_44","BA_S","Shallow","offshore","Abra",0,4,52.70723,61.74655,3.96475263778826,4.12303810350193,1.7218701927028,1.79061269702774,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_45","BA_S","Shallow","offshore","Menc",0,1,33.46792,31.94718,3.51058736808748,3.46408391401735,1.52462872219965,1.50443252870755,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_47","BA_S","Shallow","offshore","Pmas",0,1,60.16421,53.25066,4.09707765724629,3.97501019887892,1.77933821847116,1.72632499488226,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_49","BA_S","Shallow","offshore","Menc",0,1,62.33484,89.86427,4.13252049901735,4.49830042087495,1.79473084907531,1.95358705072907,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_50","BA_S","Shallow","offshore","Menc",0,1,72.73142,110.00572,4.28677347824369,4.70053236444046,1.86172206677045,2.04141526788414,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_51","BA_S","Shallow","offshore","Pmas",0,1,25.84846,27.43596,3.25225102471172,3.31185456169754,1.4124346737965,1.43832016101135,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_52","BA_S","Shallow","offshore","Gspp",0,2,44.88474,50.0287,3.80409787061083,3.91259684075316,1.6520987138262,1.69921921785119,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_55","BA_S","Shallow","offshore","Pmas",0,1,60.20783,69.16299,4.09780241030205,4.23646589296327,1.77965297472403,1.83987376008528,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_56","BA_S","Shallow","offshore","Pmas",0,1,30.38888,24.97992,3.4140767520212,3.21807230213025,1.48271469419699,1.39759104318086,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_57","BA_S","Shallow","offshore","Pmas",0,1,38.15847,29.86985,3.64174775143666,3.39684961045445,1.58159095293252,1.47523304167558,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_59","BA_S","Shallow","offshore","Pmas",0,1,125.77628,136.97515,4.8345047732288,4.91979952251423,2.0995987457482,2.13664178469818,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_60","BA_S","Shallow","offshore","Pmas",0,1,66.14204,67.76644,4.19180455074294,4.21606708714997,1.8204775856046,1.83101467128315,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_61","BA_S","Shallow","offshore","Pmas",0,1,36.89731,39.43253,3.60813864866017,3.67459111017296,1.56699470505497,1.59585464239886,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_64","BA_S","Shallow","offshore","Spis",0,1,71.36772,80.23096,4.2678456662768,4.38490947529288,1.85350182247872,1.90434198876498,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_65","BA_S","Shallow","offshore","Menc",0,1,85.04031,97.38448,4.44312537937042,4.57866685503625,1.92962483466486,1.98848974961556,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_66","BA_S","Shallow","offshore","Pmas",0,1,43.37135,47.2342,3.76979908487032,3.85511820648404,1.63720294044311,1.67425656416078,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_67","BA_S","Shallow","offshore","Gspp",0,1,28.54581,26.41568,3.35151016526165,3.27395777323402,1.45554237081579,1.42186179489979,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_70","BA_S","Shallow","offshore","Menc",0,1,47.94934,52.77624,3.87014503689687,3.96606108943183,1.68078263368957,1.72243844603144,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_74","BA_S","Shallow","offshore","Pmas",0,1,35.90625,40.66414,3.58091137504903,3.70534662298739,1.55517005036838,1.60921159190227,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_76","BA_S","Shallow","offshore","Abra",0,5,142.07674,65.75229,4.9563673341608,4.1858944993487,2.15252298351157,1.81791088289632,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_82","BA_S","Shallow","offshore","Pmas",0,1,86.24867,78.5846,4.45723463550272,4.36417575148543,1.93575240674688,1.8953374469261,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_86","BA_S","Shallow","offshore","Pmas",0,1,79.23432,82.75195,4.37240953829194,4.41584757893421,1.89891333510133,1.91777823645696,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_87","BA_S","Shallow","offshore","Pmas",0,1,140.98428,65.27346,4.94864839480107,4.17858552181359,2.14917069074149,1.81473663428446,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_88","BA_S","Shallow","offshore","Pmas",0,1,29.03638,28.44178,3.36854952653905,3.34785919088086,1.46294247139372,1.45395677278864,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_89","BA_S","Shallow","offshore","Gspp",0,2,68.21542,76.58796,4.22267063899947,4.33843988423579,1.83388255741235,1.88416050179259,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_90","BA_S","Shallow","offshore","Acor",0,4,37.65376,36.36826,3.62843281645738,3.59369641622674,1.57580835014412,1.56072252320276,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_91","BA_S","Shallow","offshore","Adgt",0,1,79.17218,126.56532,4.37162497448695,4.84075853853411,1.89857260337013,2.10231472151141,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_92","BA_S","Shallow","offshore","Menc",0,1,14.13252,24.81742,2.64847852474409,3.21154582594476,1.15021960873562,1.39475663058723,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_93","BA_S","Shallow","offshore","Acor",0,1,323.56369,405.51223,5.77939597246104,6.00515103339659,2.50995977957371,2.60800395679975,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_94","BA_S","Shallow","offshore","Acor",0,1,36.95177,46.32296,3.60961354881796,3.83563773450453,1.56763524605485,1.66579630267521,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_95","BA_S","Shallow","offshore","Adgt",0,1,335.93451,269.85745,5.81691623025136,5.59789385661389,2.52625462049163,2.43113441220753,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_96","BA_S","Shallow","offshore","Pmas",0,1,81.3497,75.10265,4.39875714588935,4.3188558444325,1.91035595569224,1.87565526137264,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_98","BA_S","Shallow","offshore","Pver",0,1,168.44821,48.02047,5.1266283434975,3.87162737833371,2.22646640034977,1.68142640639589,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_100","BA_S","Shallow","offshore","Acor",0,4,88.34914,50.38137,4.48129646470588,3.91962146388542,1.94620232639431,1.70226997291498,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_101","BA_S","Shallow","offshore","Gspp",0,2,45.90127,25.58214,3.82649278552904,3.24189445176015,1.66182470179787,1.4079368713122,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_106","BA_S","Shallow","offshore","Menc",0,1,470.38216,516.93876,6.15354547069517,6.24792441488115,2.67245084206366,2.71343909673149,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_110","BA_S","Shallow","offshore","Acor",0,1,1572.44077,1053.12823,7.36038432172848,6.95952028059834,3.19657429561389,3.02248125455763,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_113","BA_S","Shallow","offshore","Lobo_sp",0,1,12.92971,24.66291,2.5595277640713,3.20530049564035,1.11158878421433,1.39204431809836,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_117","BA_S","Shallow","offshore","Pmas",0,1,79.86059,74.20522,4.38028248953666,4.30683449810317,1.90233251438321,1.87043445699677,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_118","BA_S","Shallow","offshore","Pmas",0,1,68.84274,82.91519,4.23182477299168,4.41781827816678,1.83785814729177,1.91863410025916,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_120","BA_S","Shallow","offshore","Gspp",0,2,82.92421,102.35234,4.417927058107,4.62842117457189,1.91868134278694,2.01009777604074,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_121","BA_S","Shallow","offshore","Menc",0,1,122.00979,191.00995,4.80410128741537,5.25232552093061,2.0863946796288,2.28105599089979,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_122","BA_S","Shallow","offshore","Acor",0,2,74.61757,219.53912,4.31237600226678,5.39153043986998,1.87284110167647,2.34151191904894,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_123","BA_S","Shallow","offshore","Acor",0,1,430.93897,557.97458,6.06596647914932,6.32431340578807,2.63441576930464,2.74661441396052,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_124","BA_S","Shallow","offshore","Acor",0,1,497.71531,719.53977,6.2100282468943,6.57861179929602,2.69698100008952,2.85705480301788,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_125","BA_S","Shallow","offshore","Pmas",0,1,307.88792,346.3987,5.72973582064342,5.8475904237944,2.48839264966884,2.53957625348421,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_127","BA_S","Shallow","offshore","Gspp",0,1,55.11637,68.21991,4.00944676822328,4.22273645772842,1.7412806069242,1.83391114212314,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_129","BA_S","Shallow","offshore","Menc",0,1,263.27802,406.96607,5.57321058409632,6.00872981587408,2.42041460315783,2.60955820228166,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_130","BA_S","Shallow","offshore","Lobo_sp",0,1,79.21626,59.73137,4.3721815807789,4.08985734302897,1.89881433441131,1.77620247584898,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_131","BA_S","Shallow","offshore","Pmas",0,1,19.55492,24.48482,2.9732269171738,3.1980533336876,1.2912560435748,1.38889691565282,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_134","BA_S","Shallow","offshore","Menc",0,1,144.63051,265.18211,4.97418228331879,5.58041679751441,2.16025991762627,2.42354422188072,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_137","BA_S","Shallow","offshore","Menc",0,1,146.71818,268.32642,4.98851360385106,5.5922042244434,2.16648393105182,2.42866343635182,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_138","BA_S","Shallow","offshore","Pmas",0,2,53.82872,55.72549,3.98580715372801,4.02043767241407,1.73101405279458,1.74605389596538,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_139","BA_S","Shallow","offshore","Pver",0,1,225.27802,278.66638,5.41733528386855,5.63001529570793,2.3527188204039,2.44508457595686,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_140","BA_S","Shallow","offshore","Pmas",0,1,137.9705,146.17485,4.9270398941896,4.98480350789394,2.13978623816373,2.16487265685031,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_142","BA_S","Shallow","offshore","Menc",0,1,86.00948,136.44068,4.45445752273649,4.91588994141372,1.93454632199688,2.13494387519968,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_143","BA_S","Shallow","offshore","Gspp",0,4,66.66921,74.8702,4.19974322715223,4.31575594753594,1.82392530896277,1.874308993256,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_144","BA_S","Shallow","offshore","Pmas",0,1,77.26836,98.04785,4.34728455744175,4.58545562481398,1.88800169456017,1.99143807486894,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_146","BA_S","Shallow","offshore","Pmas",0,1,54.78992,63.0042,4.0035062354288,4.14320139083608,1.73870066631199,1.79936950145399,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_147","BA_S","Shallow","offshore","Pmas",0,1,55.7261,76.05628,4.02044861887074,4.3314735925478,1.74605864995111,1.88113507975316,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_149","BA_S","Shallow","offshore","Pmas",0,1,32.25432,38.72849,3.47365198775919,3.65657550490191,1.50858789033608,1.5880305644415,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_150","BA_S","Shallow","offshore","Acor",0,1,90.31309,176.97926,4.50328241115738,5.17603255056704,1.95575070161762,2.24792237486288,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_152","BA_S","Shallow","offshore","Menc",0,1,559.91018,727.40702,6.32777637800774,6.58948618331743,2.74811836368651,2.86177748799248,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_153","BA_S","Shallow","offshore","Pmas",0,1,46.29652,53.46113,3.83506679628034,3.9789548477863,1.66554834735494,1.72803813413578,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_154","BA_S","Shallow","offshore","Adgt",0,1,63.77709,66.34995,4.15539403495307,4.19494300719843,1.80466469951381,1.82184059992491,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_155","BA_S","Shallow","offshore","Menc",0,1,182.43496,229.86132,5.20639372594119,5.43747617055007,2.26110806579197,2.36146589635032,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_156","BA_S","Shallow","offshore","Spis",0,4,25.23166,18.46095,3.22809955517745,2.91565769037244,1.40194582384791,1.26625404604753,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_157","BA_S","Shallow","offshore","Menc",0,1,594.10924,691.04851,6.38706320817797,6.5382100239085,2.77386630687897,2.83950853490799,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_158","BA_S","Shallow","offshore","Pdam",0,2,219.43103,197.87124,5.39103796901662,5.2876165161255,2.34129804167483,2.2963826753738,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_159","BA_S","Shallow","offshore","Adgt",0,1,204.76778,226.24226,5.32187655656985,5.42160637205011,2.31126162188856,2.35457373043287,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_162","BA_S","Shallow","offshore","Pver",0,1,170.22177,173.73009,5.13710211630282,5.15750288795092,2.23101510208383,2.23987504463717,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_164","BA_S","Shallow","offshore","Gspp",0,3,41.2541,41.77574,3.71975050178083,3.73231578826831,1.61546711698027,1.62092415156531,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_168","BA_S","Shallow","offshore","Pmas",0,1,79.87887,101.62283,4.38051136222823,4.62126821462647,1.90243191253022,2.00699128500717,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_169","BA_S","Shallow","offshore","Pmas",0,1,192.92398,220.59539,5.26229622530105,5.39633020904891,2.28538621278856,2.34359643231776,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_170","BA_S","Shallow","offshore","Pmas",0,1,281.99545,318.90784,5.64189093605617,5.76490215822307,2.45024210102917,2.50366519602843,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_173","BA_S","Shallow","offshore","Pmas",0,1,53.87243,58.29068,3.98661884426985,4.0654422177983,1.73136656551791,1.76559912168632,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_174","BA_S","Shallow","offshore","Pmas",0,1,39.25508,46.45734,3.67008086260509,3.83853447215177,1.59389586676812,1.66705433985093,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_176","BA_S","Shallow","offshore","Pmas",0,1,97.24372,80.34822,4.57722040457797,4.38636993885786,1.98786156416318,1.90497626003227,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_177","BA_S","Shallow","offshore","Pmas",0,1,87.31105,91.05633,4.46947702986425,4.51147832599758,1.94106921106338,1.95931014220687,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_178","BA_S","Shallow","offshore","Pmas",0,1,56.26186,53.6503,4.03001686330441,3.98248706085977,1.75021408571016,1.7295721547825,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_179","BA_S","Shallow","offshore","Pmas",0,1,66.11897,68.45345,4.19145569509404,4.22615395221744,1.8203260795213,1.83539534112165,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_180","BA_S","Shallow","offshore","Atab",0,1,324.79511,531.07097,5.78319455275547,6.2748956657951,2.51160948203465,2.72515256217344,"new",NA
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","OCCH_BA2S_P1_182","BA_S","Shallow","offshore","Lobo_sp",0,1,262.68719,267.46542,5.57096393265519,5.5889902869518,2.41943889483419,2.42726764103404,NA,NA
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","OCCH_BA2S_P1_183","BA_S","Shallow","offshore","Menc",0,1,563.17442,666.42021,6.33358938477827,6.50192041752363,2.75064292045021,2.8237481591046,NA,NA
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","OCCH_BA2S_P1_184","BA_S","Shallow","offshore","Pmas",0,1,67.72496,81.72833,4.21545479734714,4.40340069818579,1.83074875720045,1.91237262483102,"pm",NA
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","OCCH_BA2S_P1_185","BA_S","Shallow","offshore","Adgt",0,1,251.05163,222.63965,5.52565861519017,5.40555454517184,2.39976304545825,2.34760251059517,NA,NA
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","OCCH_BA2S_P1_186","BA_S","Shallow","offshore","Abra",0,1,2050.98696,3263.00811,7.62607640017796,8.09040478203308,3.3119628991699,3.51361815320065,NA,NA
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","OCCH_BA2S_P1_189","BA_S","Shallow","offshore","Plat",0,3,601.52919,584.96239,6.39947506291556,6.37154755456684,2.77925670690169,2.76712794413254,NA,NA
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","OCCH_BA2S_P1_190","BA_S","Shallow","offshore","Acor",0,1,379.00604,514.83009,5.9375521416309,6.24383692389729,2.57864613112314,2.71166392195237,NA,NA
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","OCCH_BA2S_P1_192","BA_S","Shallow","offshore","Gspp",0,2,348.55449,367.38476,5.8537945737889,5.90640969124566,2.54227068159172,2.56512113676788,NA,"pm"
"OCCH","OCCH_BA2S","OCCH_BA2S_P1","OCCH_BA2S_P1_195","BA_S","Shallow","offshore","Lobo_sp",0,1,102.17224,104.97644,4.62666001660691,4.65373594402797,2.00933291485479,2.02109184072617,NA,NA
