"Reef","Site","Plot","Colony","Habitat","Depth","Cross_shelf","Taxa","Days_2022c","Survival_1","Area_2021","Area_cm_2021","log_2021","log10_2021","Note_2021","Note_2022"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_560","FL_S","Shallow","offshore","Pmas",-125,1,0.002826133,28.26133,3.34149443913551,1.45119259622695,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_561","FL_S","Shallow","offshore","Spis",-125,1,0.009963413,99.63413,4.60150477657509,1.99840813291802,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_562","FL_S","Shallow","offshore","Acor",-125,1,0.015082588,150.82588,5.0161260588863,2.17847586790543,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_563","FL_S","Shallow","offshore","Pmas",-125,1,0.002207462,22.07462,3.09442853229883,1.34389323622136,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_564","FL_S","Shallow","offshore","Pmas",-125,1,0.002722739,27.22739,3.30422345192649,1.43500601214699,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_565","FL_S","Shallow","offshore","Spis",-125,1,0.004850039,48.50039,3.88157183914822,1.68574523085313,"pm","bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_566","FL_S","Shallow","offshore","Pmas",-125,1,0.007470479,74.70479,4.31354421324227,1.87334844925682,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_567","FL_S","Shallow","offshore","Pmas",-125,1,0.00342388,34.2388,3.53335950393042,1.53451853513739,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_568","FL_S","Shallow","offshore","Pmas",-125,1,0.003547699,35.47699,3.56888431731494,1.54994676556093,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_569","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.007939779,79.39779,4.37447053411258,1.89980841421346,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_570","FL_S","Shallow","offshore","Spis",-125,1,0.0110169,110.169,4.70201555042959,2.04205940737485,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_571","FL_S","Shallow","offshore","Menc",-125,1,0.007710629,77.10629,4.34518485960219,1.88708980737479,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_572","FL_S","Shallow","offshore","Pmas",-125,1,0.007729681,77.29681,4.347652686954,1.88816157117597,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_573","FL_S","Shallow","offshore","Pmas",-125,1,0.008798865,87.98865,4.4772078288872,1.94442665441975,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_574","FL_S","Shallow","offshore","Pmas",-125,1,0.003792196,37.92196,3.63553036381477,1.57889077579648,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_575","FL_S","Shallow","offshore","Gspp",-125,1,0.008999936,89.99936,4.49980255919387,1.95423942111203,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_576","FL_S","Shallow","offshore","Pmas",-125,1,0.007334002,73.34002,4.29510643534562,1.86534102405775,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_577","FL_S","Shallow","offshore","Spis",-125,1,0.009877326,98.77326,4.59282692034882,1.9946393878442,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_578","FL_S","Shallow","offshore","Spis",-125,1,0.006713218,67.13218,4.20666351172697,1.82693075036678,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_579","FL_S","Shallow","offshore","Pmas",-125,1,0.004906621,49.06621,3.89317061051814,1.69078251325594,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_580","FL_S","Shallow","offshore","Pmas",-125,1,0.006996431,69.96431,4.24798525488515,1.844876555403,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_581","FL_S","Shallow","offshore","Pmas",-125,1,0.013680814,136.80814,4.9185795063422,2.13611193840684,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_582","FL_S","Shallow","offshore","Pver",-125,1,0.059406175,594.06175,6.38698327018853,2.77383159025126,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_583","FL_S","Shallow","offshore","Pmas",-125,1,0.004781876,47.81876,3.86741803112099,1.67959831012899,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_584","FL_S","Shallow","offshore","Acor",-125,1,0.026985296,269.85296,5.59787721806138,2.43112718617598,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_585","FL_S","Shallow","offshore","Acor",-125,1,0.114067151,1140.67151,7.03937241182995,3.05716059451973,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_586","FL_S","Shallow","offshore","Pver",-125,1,0.005327294,53.27294,3.97542850994473,1.72650666506986,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_587","FL_S","Shallow","offshore","Pver",-125,1,0.036333792,363.33792,5.89533331032861,2.56031072565615,"pm","bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_588","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.01455913,145.5913,4.98080338123007,2.16313542391328,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_589","FL_S","Shallow","offshore","Spis",-125,1,0.016619783,166.19783,5.11317882577775,2.22062534901982,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_590","FL_S","Shallow","offshore","Adgt",-125,1,0.021717805,217.17805,5.38071752402112,2.3368159293625,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_591","FL_S","Shallow","offshore","Pmas",-125,1,0.003302949,33.02949,3.49740079877486,1.51890186791195,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_592","FL_S","Shallow","offshore","Adgt",-125,1,0.004875133,48.75133,3.88673247912299,1.68798646831726,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_593","FL_S","Shallow","offshore","Pmas",-125,1,0.001307866,13.07866,2.57098189429787,1.11656324976674,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_594","FL_S","Shallow","offshore","Menc",-125,1,0.011364271,113.64271,4.73305940393853,2.0555415816508,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_595","FL_S","Shallow","offshore","Pmas",-125,1,0.002718092,27.18092,3.30251525656811,1.43426415232883,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_596","FL_S","Shallow","offshore","Gspp",-125,1,0.013739737,137.39737,4.92287723841146,2.13797841972922,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_597","FL_S","Shallow","offshore","Spis",-125,1,0.006182126,61.82126,4.12424731824974,1.79113785232015,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_598","FL_S","Shallow","offshore","Pdam",-125,1,0.027592803,275.92803,5.62014007084356,2.44079582029071,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_599","FL_S","Shallow","offshore","Pmas",-125,1,0.003681504,36.81504,3.60590645733374,1.56602527667935,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_600","FL_S","Shallow","offshore","Pmas",-125,1,0.003324654,33.24654,3.50395070153685,1.52174645453848,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_601","FL_S","Shallow","offshore","Pmas",-125,1,0.008776218,87.76218,4.47463065613248,1.94330740251346,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_602","FL_S","Shallow","offshore","Pver",-125,1,0.052864458,528.64458,6.27031633459595,2.72316378390284,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_603","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.00482477,48.2477,3.87634815825504,1.683476615066,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_604","FL_S","Shallow","offshore","Gspp",-125,1,0.00270139,27.0139,3.29635154834746,1.43158728786054,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_605","FL_S","Shallow","offshore","Adgt",-125,1,0.047829924,478.29924,6.17023656172409,2.67969969079446,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_606","FL_S","Shallow","offshore","Adgt",-125,1,0.018957733,189.57733,5.24479701516161,2.27778640238733,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_607","FL_S","Shallow","offshore","Spis",-125,1,0.012748895,127.48895,4.84802969417604,2.10547254428376,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_608","FL_S","Shallow","offshore","Adgt",-125,1,0.023458409,234.58409,5.45781411635785,2.37029855398789,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_609","FL_S","Shallow","offshore","Adgt",-125,1,0.008663621,86.63621,4.46171785750693,1.93769944532446,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_610","FL_S","Shallow","offshore","Adgt",-125,1,0.011147285,111.47285,4.71378106349193,2.04716910477459,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_611","FL_S","Shallow","offshore","Spis",-125,1,0.016072684,160.72684,5.0797062780879,2.20608840626288,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_612","FL_S","Shallow","offshore","Pdam",-125,1,0.017226584,172.26584,5.14903886502716,2.23619916618668,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_613","FL_S","Shallow","offshore","Pmas",-125,1,0.002538103,25.38103,3.2340020445991,1.40450924243322,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_614","FL_S","Shallow","offshore","Plat",-125,1,0.010635907,106.35907,4.66682082244791,2.02677453122032,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_615","FL_S","Shallow","offshore","Spis",-125,1,0.006874627,68.74627,4.23042248052939,1.83724913941338,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_616","FL_S","Shallow","offshore","Pmas",-125,1,0.001641891,16.41891,2.79843371936045,1.21534432229024,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_617","FL_S","Shallow","offshore","Spis",-125,1,0.013922649,139.22649,4.93610203151938,2.1437218744003,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_618","FL_S","Shallow","offshore","Pdam",-125,1,0.036217708,362.17708,5.89213326349123,2.55892096297284,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_619","FL_S","Shallow","offshore","Menc",-125,1,0.025999926,259.99926,5.56067878485763,2.41497211190015,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_620","FL_S","Shallow","offshore","Spis",-125,1,0.011472883,114.72883,4.74257134390322,2.05967256468966,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_621","FL_S","Shallow","offshore","Pver",-125,1,0.02041166,204.1166,5.31869139918853,2.30987832561387,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_622","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.021472829,214.72829,5.3693734614583,2.3318892655891,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_623","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.00793994,79.3994,4.37449081154948,1.89981722059242,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P3","OCCH_FL1S_P3_624","FL_S","Shallow","offshore","Acor",-125,1,0.030835304,308.35304,5.73124536031545,2.48904823441861,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_625","FL_S","Shallow","offshore","Atab",-125,1,0.073146451,731.46451,6.59504870253679,2.86419325939493,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_626","FL_S","Shallow","offshore","Adgt",-125,0,0.005768539,57.68539,4.05500393521277,1.76106583315888,NA,"d"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_627","FL_S","Shallow","offshore","Spis",-125,1,0.003272269,32.72269,3.4880687210692,1.51484899805969,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_628","FL_S","Shallow","offshore","Pmas",-125,1,0.011478485,114.78485,4.74305950653572,2.05988457102723,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_629","FL_S","Shallow","offshore","Pver",-125,1,0.016265986,162.65986,5.09166127204725,2.21128039417061,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_630","FL_S","Shallow","offshore","Adgt",-125,1,0.011748675,117.48675,4.76632556126821,2.0699888902132,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_631","FL_S","Shallow","offshore","Plat",-125,1,0.019924402,199.24402,5.29453030467289,2.29938529558898,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_632","FL_S","Shallow","offshore","Spis",-125,1,0.007128376,71.28376,4.26666853149075,1.85299059933668,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_633","FL_S","Shallow","offshore","Menc",-125,1,0.029823472,298.23472,5.69788082747785,2.47455820191596,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_634","FL_S","Shallow","offshore","Atab",-125,1,0.033455732,334.55732,5.81280822512696,2.52447053653447,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_635","FL_S","Shallow","offshore","Pdam",-125,1,0.014332318,143.32318,4.96510208030112,2.15631643556113,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_636","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.010018368,100.18368,4.60700530113382,2.00079698038145,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_637","FL_S","Shallow","offshore","Acor",-125,1,0.006746955,67.46955,4.21167638498614,1.82910781356172,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_638","FL_S","Shallow","offshore","Adgt",-125,1,0.04005025,400.5025,5.99272000868618,2.60260523136362,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_639","FL_S","Shallow","offshore","Pmas",-125,1,0.006790919,67.90919,4.2181713715034,1.8319285503662,"pm","pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_640","FL_S","Shallow","offshore","Pmas",-125,1,0.02434627,243.4627,5.49496374803743,2.38643243403107,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_641","FL_S","Shallow","offshore","Pmas",-125,1,0.012833827,128.33827,4.85466951241229,2.10835618070461,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_642","FL_S","Shallow","offshore","Plat",-125,1,0.008345621,83.45621,4.42432206315698,1.92145865819189,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_643","FL_S","Shallow","offshore","Pmas",-125,1,0.01458902,145.8902,4.98285428397875,2.16402611965995,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_644","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.009261291,92.61291,4.52842854878116,1.96667153042881,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_645","FL_S","Shallow","offshore","Pver",-125,1,0.032928614,329.28614,5.79692709921625,2.51757345118504,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_646","FL_S","Shallow","offshore","Atab",-125,1,0.135898829,1358.98829,7.21449579748415,3.13321571456156,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_647","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.017122765,171.22765,5.14299395767613,2.23357389628051,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_648","FL_S","Shallow","offshore","Spis",-125,1,0.005016945,50.16945,3.91540627570934,1.70043933994993,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_649","FL_S","Shallow","offshore","Spis",-125,1,0.01629388,162.9388,5.09337467018126,2.21202451352552,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_650","FL_S","Shallow","offshore","Pmas",-125,1,0.003235723,32.35723,3.47683748902088,1.50997133595613,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_651","FL_S","Shallow","offshore","Spis",-125,1,0.016533417,165.33417,5.10796869852788,2.2183626195052,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_652","FL_S","Shallow","offshore","Spis",-125,1,0.011813458,118.13458,4.77182448305454,2.07237704160142,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_653","FL_S","Shallow","offshore","Acor",-125,1,0.031298988,312.98988,5.74617085774908,2.4955302955937,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_654","FL_S","Shallow","offshore","Spis",-125,1,0.011772622,117.72622,4.76836175921034,2.07087319974354,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_655","FL_S","Shallow","offshore","Pver",-125,1,0.015926128,159.26128,5.07054612396892,2.20211020187562,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_656","FL_S","Shallow","offshore","Spis",-125,1,0.003935429,39.35429,3.67260499052201,1.59499208159405,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_657","FL_S","Shallow","offshore","Pmas",-125,1,0.003288056,32.88056,3.49288160167311,1.51693920554803,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_658","FL_S","Shallow","offshore","Spis",-125,1,0.019977192,199.77192,5.29717631579717,2.30053444361931,"pm","pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_659","FL_S","Shallow","offshore","Gspp",-125,1,0.010167368,101.67368,4.6217684691666,2.00720854279349,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_660","FL_S","Shallow","offshore","Pmas",-125,1,0.004089659,40.89659,3.71104668548981,1.61168709759358,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_661","FL_S","Shallow","offshore","Pmas",-125,1,0.006559023,65.59023,4.1834267519316,1.81683915381034,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_662","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.004529048,45.29048,3.81309685587805,1.65600692347047,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_663","FL_S","Shallow","offshore","Spis",-125,1,0.01021882,102.1882,4.62681621122102,2.0094007493138,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_664","FL_S","Shallow","offshore","Pmas",-125,1,0.001319774,13.19774,2.58004560281264,1.12049956836028,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_665","FL_S","Shallow","offshore","Pmas",-125,1,0.003049722,30.49722,3.41763553191819,1.48426025266856,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_666","FL_S","Shallow","offshore","Pmas",-125,1,0.003049722,30.49722,3.41763553191819,1.48426025266856,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_667","FL_S","Shallow","offshore","Gspp",-125,1,0.00654901,65.4901,4.18189898617948,1.81617565357455,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_668","FL_S","Shallow","offshore","Pdam",-125,1,0.022711433,227.11433,5.42545354707676,2.35624453731786,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_669","FL_S","Shallow","offshore","Gspp",-125,1,0.006217201,62.17201,4.12990489846475,1.79359490818845,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_670","FL_S","Shallow","offshore","Atab",-125,1,0.011315987,113.15987,4.72880159761687,2.05369243986029,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_671","FL_S","Shallow","offshore","Acor",-125,1,0.010222907,102.22907,4.62721607959363,2.00957440994151,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_672","FL_S","Shallow","offshore","Pver",-125,1,0.020584383,205.84383,5.32711777448519,2.31353785390765,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_673","FL_S","Shallow","offshore","Pver",-125,1,0.0324353,324.353,5.78183242888406,2.51101791915362,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_674","FL_S","Shallow","offshore","Atab",-125,1,0.21959281,2195.9281,7.69436006074551,3.34161811615854,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_675","FL_S","Shallow","offshore","Acor",-125,1,0.010097456,100.97456,4.61486860392575,2.00421196939351,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_676","FL_S","Shallow","offshore","Spis",-125,1,0.01689388,168.9388,5.12953651916059,2.22772940499266,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_677","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.011095843,110.95843,4.7091556266635,2.04516030308361,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_678","FL_S","Shallow","offshore","Pver",-125,1,0.035647533,356.47533,5.87626503689887,2.55202947972619,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_679","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.006742632,67.42632,4.21103544614228,1.82882945735859,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_680","FL_S","Shallow","offshore","Pmas",-125,1,0.003629523,36.29523,3.59168632767774,1.5598495528378,NA,"pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_681","FL_S","Shallow","offshore","Pmas",-125,1,0.018034059,180.34059,5.1948472296645,2.25609348617369,"pm","pm"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_682","FL_S","Shallow","offshore","Spis",-125,1,0.005855268,58.55268,4.0699268618399,1.76754677784689,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_683","FL_S","Shallow","offshore","Adgt",-125,1,0.047158752,471.58752,6.15610470520874,2.6735623034908,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_684","FL_S","Shallow","offshore","Pmas",-125,1,0.901803324,9018.03324,9.10698154493565,3.9551118317603,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_685","FL_S","Shallow","offshore","Acor",-125,1,0.046084258,460.84258,6.13305650962654,2.66355259933162,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_686","FL_S","Shallow","offshore","Atab",-125,0,0.012159932,121.59932,4.80073137741117,2.08493114630947,NA,"d"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_687","FL_S","Shallow","offshore","Pver",-125,1,0.025189526,251.89526,5.52901336619065,2.40121999530592,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_688","FL_S","Shallow","offshore","Pmas",-125,1,0.006717895,67.17895,4.20735995441032,1.82723321158112,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_689","FL_S","Shallow","offshore","Pmas",-125,1,0.000528953,5.28953,1.66572939504218,0.723417084610862,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_690","FL_S","Shallow","offshore","Lobo_sp",-125,1,0.012648195,126.48195,4.84009961023967,2.10202855258917,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_691","FL_S","Shallow","offshore","Adgt",-125,1,0.015964122,159.64122,5.07292892234627,2.2031450380624,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_692","FL_S","Shallow","offshore","Pmas",-125,1,0.004244015,42.44015,3.74809484814104,1.62777691019766,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_693","FL_S","Shallow","offshore","Pver",-125,1,0.009774108,97.74108,4.58232194150472,1.99007713349969,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_694","FL_S","Shallow","offshore","Spis",-125,1,0.036826611,368.26611,5.90880580184002,2.56616175437704,NA,"bad"
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_695","FL_S","Shallow","offshore","Acor",-125,1,0.051809513,518.09513,6.25015887404678,2.71440951001716,NA,NA
"OCCH","OCCH_FL1S","OCCH_FL1S_P4","OCCH_FL1S_P4_696","FL_S","Shallow","offshore","Atab",-125,1,0.066593587,665.93587,6.50119337461279,2.82343240838032,NA,NA
