"Reef","Site","Plot","Colony","Habitat","Depth","Cross_shelf","Taxa","Days_2022c","Bleaching_scores","Survival_2","Area_2022","Area_cm_2022","log_2022","log10_2022","Note_2022","Note_2023"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_1","BA_S","Shallow","offshore","Menc",0,1,1,0.004324376,43.24376,3.76685294551225,1.63592344837698,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_2","BA_S","Shallow","offshore","Menc",0,1,1,0.001466318,14.66318,2.68533958971582,1.16622816584992,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_3","BA_S","Shallow","offshore","Menc",0,4,1,0.008067587,80.67587,4.3904395218898,1.90674365748669,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_4","BA_S","Shallow","offshore","Menc",0,1,1,0.003886155,38.86155,3.66000532992687,1.58952011852373,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_5","BA_S","Shallow","offshore","Menc",0,1,1,0.000882955,8.82955,2.17810405068982,0.945938570225711,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_6","BA_S","Shallow","offshore","Menc",0,1,1,0.000880934,8.80934,2.17581252227236,0.944943372078883,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_7","BA_S","Shallow","offshore","Menc",0,1,1,0.005895642,58.95642,4.07679852690599,1.77053110406658,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_8","BA_S","Shallow","offshore","Menc",0,3,1,0.000315803,3.15803,1.14994841547167,0.499416251312735,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_9","BA_S","Shallow","offshore","Menc",0,6,0,0.006733567,67.33567,4.20969011110126,1.82824518577396,NA,"d"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_10","BA_S","Shallow","offshore","Menc",0,1,1,0.006054021,60.54021,4.10330777236853,1.78204392309038,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_11","BA_S","Shallow","offshore","Menc",0,1,1,0.003418453,34.18453,3.53177320255104,1.53382961320169,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_12","BA_S","Shallow","offshore","Menc",0,1,1,0.005910319,59.10319,4.07928489926672,1.7716109218628,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_13","BA_S","Shallow","offshore","Pmas",0,1,1,0.01300492,130.0492,4.86791284039554,2.11410768496977,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_14","BA_S","Shallow","offshore","Lobo_sp",0,1,1,0.005878704,58.78704,4.07392142244787,1.76928159347656,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_15","BA_S","Shallow","offshore","Acor",0,1,1,0.010112723,101.12723,4.61637942705146,2.00486811154015,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_16","BA_S","Shallow","offshore","Pver",0,1,1,0.015870493,158.70493,5.06704669195219,2.20059041786096,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_17","BA_S","Shallow","offshore","Gspp",0,1,1,0.006751117,67.51117,4.21229306566942,1.82937563457956,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_18","BA_S","Shallow","offshore","Menc",0,1,1,0.035470187,354.70187,5.87127763382658,2.54986347809286,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_19","BA_S","Shallow","offshore","Spis",0,4,1,0.01139823,113.9823,4.73604317318203,2.05683741616852,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_20","BA_S","Shallow","offshore","Adgt",0,1,1,0.014620782,146.20782,4.98502903425732,2.16497060170545,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_21","BA_S","Shallow","offshore","Pver",0,1,1,0.00946265,94.6265,4.54993756367953,1.97601277691034,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_22","BA_S","Shallow","offshore","Pver",0,1,1,0.010146403,101.46403,4.61970435143646,2.00631210785329,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_23","BA_S","Shallow","offshore","Pver",0,1,1,0.012089313,120.89313,4.79490693218487,2.08240162188754,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_24","BA_S","Shallow","offshore","Adgt",0,1,1,0.015678204,156.78204,5.05485656053968,2.19529631105483,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_25","BA_S","Shallow","offshore","Pmas",0,1,1,0.002037013,20.37013,3.01406961215257,1.30899380063013,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_26","BA_S","Shallow","offshore","Gspp",0,1,1,0.001723574,17.23574,2.84698513493339,1.23642993416216,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_27","BA_S","Shallow","offshore","Pmas",0,1,1,0.000489936,4.89936,1.58910458434116,0.690139352146527,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_28","BA_S","Shallow","offshore","Pver",0,1,1,0.015205749,152.05749,5.02425867302194,2.18200781734798,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_29","BA_S","Shallow","offshore","Pmas",0,1,1,0.002590055,25.90055,3.25426420400126,1.41330898645302,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_30","BA_S","Shallow","offshore","Menc",0,5,1,0.045828951,458.28951,6.12750110231575,2.66113991659182,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_31","BA_S","Shallow","offshore","Adgt",0,4,1,0.004442535,44.42535,3.7938102524565,1.64763085802984,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_32","BA_S","Shallow","offshore","Pmas",0,1,1,0.007697755,76.97755,4.3435138209007,1.88636408448768,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_33","BA_S","Shallow","offshore","Pmas",0,2,1,0.002680252,26.80252,3.28849591294703,1.42817562875429,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_34","BA_S","Shallow","offshore","Menc",0,1,1,0.016578256,165.78256,5.1106770501964,2.21953884168989,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_35","BA_S","Shallow","offshore","Menc",0,1,1,0.005274906,52.74906,3.96554595229219,1.72221472481427,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_36","BA_S","Shallow","offshore","Pmas",0,1,1,0.001145709,11.45709,2.43860875234018,1.05907432466231,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_37","BA_S","Shallow","offshore","Pmas",0,1,1,0.014332594,143.32594,4.96512133729378,2.15632479876678,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_38","BA_S","Shallow","offshore","Pmas",0,1,1,0.004839749,48.39749,3.8794479528737,1.68482283876392,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_39","BA_S","Shallow","offshore","Pmas",0,1,1,0.007791827,77.91827,4.35566045682908,1.89163930144507,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_40","BA_S","Shallow","offshore","Menc",0,1,1,0.012330027,123.30027,4.81462259994892,2.0909640276045,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_41","BA_S","Shallow","offshore","Pver",0,2,1,0.006415535,64.15535,4.16130748586947,1.80723287861581,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_42","BA_S","Shallow","offshore","Menc",0,1,1,0.037332225,373.32225,5.92244198768035,2.5720838746417,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_43","BA_S","Shallow","offshore","Acor",0,1,1,0.007622961,76.22961,4.33374996989107,1.88212369787208,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_44","BA_S","Shallow","offshore","Acor",0,1,1,0.018231104,182.31104,5.20571423936824,2.26081296852281,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_45","BA_S","Shallow","offshore","Acor",0,1,1,0.022888556,228.88556,5.43322214065233,2.35961839463988,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_46","BA_S","Shallow","offshore","Gspp",0,1,1,0.00218791,21.8791,3.08553184325257,1.34002945326136,"bad","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_47","BA_S","Shallow","offshore","Adgt",0,1,1,0.009987233,99.87233,4.60389267031232,1.99944518199147,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_48","BA_S","Shallow","offshore","Pmas",0,1,1,0.002278826,22.78826,3.12624549106684,1.35771116584525,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_49","BA_S","Shallow","offshore","Abra",0,4,1,0.005270723,52.70723,3.96475263778826,1.7218701927028,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_50","BA_S","Shallow","offshore","Menc",0,1,1,0.003346792,33.46792,3.51058736808748,1.52462872219965,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_51","BA_S","Shallow","offshore","Pmas",0,1,1,0.006016421,60.16421,4.09707765724629,1.77933821847116,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_52","BA_S","Shallow","offshore","Menc",0,1,1,0.006233484,62.33484,4.13252049901735,1.79473084907531,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_53","BA_S","Shallow","offshore","Menc",0,1,1,0.007273142,72.73142,4.28677347824369,1.86172206677045,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_54","BA_S","Shallow","offshore","Pmas",0,1,1,0.002584846,25.84846,3.25225102471172,1.4124346737965,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_55","BA_S","Shallow","offshore","Pmas",0,1,1,0.003164331,31.64331,3.45452675183988,1.50028190591123,"bad",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_56","BA_S","Shallow","offshore","Gspp",0,2,1,0.004488474,44.88474,3.80409787061083,1.6520987138262,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_57","BA_S","Shallow","offshore","Pmas",0,1,1,0.002306847,23.06847,3.13846675009043,1.36301879120111,"bad","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_58","BA_S","Shallow","offshore","Pmas",0,1,1,0.002223439,22.23439,3.10164018936101,1.34702521908885,"bad","bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_59","BA_S","Shallow","offshore","Gspp",0,1,1,0.002354478,23.54478,3.15890413984214,1.37189463679478,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_60","BA_S","Shallow","offshore","Pmas",0,1,1,0.002648265,26.48265,3.27648980159029,1.42296144084294,"bad",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_61","BA_S","Shallow","offshore","Pmas",0,1,1,0.006020783,60.20783,4.09780241030205,1.77965297472403,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_62","BA_S","Shallow","offshore","Pmas",0,1,1,0.003038888,30.38888,3.4140767520212,1.48271469419699,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_63","BA_S","Shallow","offshore","Pmas",0,1,1,0.003815847,38.15847,3.64174775143666,1.58159095293252,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_64","BA_S","Shallow","offshore","Pmas",0,1,1,0.012577628,125.77628,4.8345047732288,2.0995987457482,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_65","BA_S","Shallow","offshore","Spis",0,4,1,0.007472555,74.72555,4.31382206846409,1.87346912024643,"bad",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_66","BA_S","Shallow","offshore","Pmas",0,1,1,0.001196526,11.96526,2.48200745117021,1.07792214008598,"bad","bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_67","BA_S","Shallow","offshore","Pmas",0,1,1,0.001859773,18.59773,2.92303953026055,1.26945993837723,"bad","bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_68","BA_S","Shallow","offshore","Pmas",0,1,1,0.006614204,66.14204,4.19180455074294,1.8204775856046,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_69","BA_S","Shallow","offshore","Pmas",0,1,1,0.003689731,36.89731,3.60813864866017,1.56699470505497,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_70","BA_S","Shallow","offshore","Spis",0,1,1,0.007136772,71.36772,4.2678456662768,1.85350182247872,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_71","BA_S","Shallow","offshore","Pmas",0,1,1,0.007059434,70.59434,4.25694997131374,1.84876988227976,"bad","bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_72","BA_S","Shallow","offshore","Menc",0,1,1,0.004062825,40.62825,3.70446363745007,1.60882811615581,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_73","BA_S","Shallow","offshore","Pmas",0,1,1,0.002568339,25.68339,3.24584447945509,1.40965234654348,"bad","bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_74","BA_S","Shallow","offshore","Menc",0,1,1,0.008504031,85.04031,4.44312537937042,1.92962483466486,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_75","BA_S","Shallow","offshore","Pmas",0,1,1,0.002556127,25.56127,3.24107831528593,1.40758242774497,"bad",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_76","BA_S","Shallow","offshore","Pmas",0,1,1,0.002236158,22.36158,3.10734430768671,1.34950248620182,"bad","bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_77","BA_S","Shallow","offshore","Pmas",0,1,1,0.004337135,43.37135,3.76979908487032,1.63720294044311,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_78","BA_S","Shallow","offshore","Gspp",0,1,1,0.002854581,28.54581,3.35151016526165,1.45554237081579,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_79","BA_S","Shallow","offshore","Menc",0,1,1,0.004794934,47.94934,3.87014503689687,1.68078263368957,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_80","BA_S","Shallow","offshore","Pmas",0,1,1,0.003532348,35.32348,3.56454789862854,1.54806348285421,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_81","BA_S","Shallow","offshore","Menc",0,1,1,0.002167842,21.67842,3.07631729568692,1.33602762610036,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_82","BA_S","Shallow","offshore","Pmas",0,1,1,0.003590625,35.90625,3.58091137504903,1.55517005036838,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_83","BA_S","Shallow","offshore","Abra",0,5,1,0.014207674,142.07674,4.9563673341608,2.15252298351157,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_84","BA_S","Shallow","offshore","Pmas",0,1,1,0.008624867,86.24867,4.45723463550272,1.93575240674688,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_85","BA_S","Shallow","offshore","Pmas",0,1,1,0.007923432,79.23432,4.37240953829194,1.89891333510133,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_86","BA_S","Shallow","offshore","Pmas",0,1,1,0.014098428,140.98428,4.94864839480107,2.14917069074149,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_87","BA_S","Shallow","offshore","Pmas",0,1,1,0.002903638,29.03638,3.36854952653905,1.46294247139372,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_88","BA_S","Shallow","offshore","Gspp",0,2,1,0.006821542,68.21542,4.22267063899947,1.83388255741235,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_89","BA_S","Shallow","offshore","Acor",0,4,1,0.003765376,37.65376,3.62843281645738,1.57580835014412,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_90","BA_S","Shallow","offshore","Adgt",0,1,1,0.007917218,79.17218,4.37162497448695,1.89857260337013,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_91","BA_S","Shallow","offshore","Menc",0,1,1,0.001413252,14.13252,2.64847852474409,1.15021960873562,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_92","BA_S","Shallow","offshore","Acor",0,1,1,0.032356369,323.56369,5.77939597246104,2.50995977957371,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_93","BA_S","Shallow","offshore","Acor",0,1,1,0.003695177,36.95177,3.60961354881796,1.56763524605485,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_94","BA_S","Shallow","offshore","Adgt",0,1,1,0.033593451,335.93451,5.81691623025136,2.52625462049163,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_95","BA_S","Shallow","offshore","Pmas",0,1,1,0.00813497,81.3497,4.39875714588935,1.91035595569224,"pm",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_96","BA_S","Shallow","offshore","Pver",0,1,1,0.016844821,168.44821,5.1266283434975,2.22646640034977,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_97","BA_S","Shallow","offshore","Acor",0,4,1,0.008834914,88.34914,4.48129646470588,1.94620232639431,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_98","BA_S","Shallow","offshore","Gspp",0,2,1,0.004590127,45.90127,3.82649278552904,1.66182470179787,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P1","OCCH_BA1S_P1_99","BA_S","Shallow","offshore","Pmas",0,1,1,0.001795696,17.95696,2.8879777835137,1.25423281523919,"bad",NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_100","BA_S","Shallow","offshore","Menc",0,1,0,0.004835581,48.35581,3.8785863801402,1.68444866248,NA,"d"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_101","BA_S","Shallow","offshore","Menc",0,4,0,0.004455446,44.55446,3.79671226113937,1.64889118438725,NA,"m"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_102","BA_S","Shallow","offshore","Adgt",0,1,0,0.02689022,268.9022,5.59434774472146,2.42959435538043,NA,"d"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_103","BA_S","Shallow","offshore","Pmas",0,1,1,0.006489053,64.89053,4.17270169626808,1.81218132131757,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_104","BA_S","Shallow","offshore","Menc",0,1,1,0.047038216,470.38216,6.15354547069517,2.67245084206366,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_105","BA_S","Shallow","offshore","Acor",0,1,1,0.157244077,1572.44077,7.36038432172848,3.19657429561389,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_106","BA_S","Shallow","offshore","Lobo_sp",0,1,1,0.001292971,12.92971,2.5595277640713,1.11158878421433,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_107","BA_S","Shallow","offshore","Pmas",0,1,1,0.007986059,79.86059,4.38028248953666,1.90233251438321,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_108","BA_S","Shallow","offshore","Pmas",0,1,1,0.006884274,68.84274,4.23182477299168,1.83785814729177,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_109","BA_S","Shallow","offshore","Gspp",0,2,1,0.008292421,82.92421,4.417927058107,1.91868134278694,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_110","BA_S","Shallow","offshore","Menc",0,1,1,0.012200979,122.00979,4.80410128741537,2.0863946796288,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_111","BA_S","Shallow","offshore","Acor",0,2,1,0.007461757,74.61757,4.31237600226678,1.87284110167647,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_112","BA_S","Shallow","offshore","Acor",0,1,1,0.043093897,430.93897,6.06596647914932,2.63441576930464,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_113","BA_S","Shallow","offshore","Acor",0,1,1,0.019705133,197.05133,5.28346425317419,2.29457937048663,"bad","o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_114","BA_S","Shallow","offshore","Acor",0,1,1,0.049771531,497.71531,6.2100282468943,2.69698100008952,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_115","BA_S","Shallow","offshore","Pmas",0,1,1,0.030788792,307.88792,5.72973582064342,2.48839264966884,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_116","BA_S","Shallow","offshore","Gspp",0,1,1,0.005511637,55.11637,4.00944676822328,1.7412806069242,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_117","BA_S","Shallow","offshore","Menc",0,1,1,0.026327802,263.27802,5.57321058409632,2.42041460315783,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_118","BA_S","Shallow","offshore","Lobo_sp",0,1,1,0.007921626,79.21626,4.3721815807789,1.89881433441131,NA,"o"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_119","BA_S","Shallow","offshore","Pmas",0,1,1,0.001955492,19.55492,2.9732269171738,1.2912560435748,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_120","BA_S","Shallow","offshore","Menc",0,1,1,0.017751184,177.51184,5.1790373109162,2.24922732570196,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_121","BA_S","Shallow","offshore","Menc",0,1,1,0.014463051,144.63051,4.97418228331879,2.16025991762627,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_122","BA_S","Shallow","offshore","Menc",0,1,1,0.014671818,146.71818,4.98851360385106,2.16648393105182,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_123","BA_S","Shallow","offshore","Pmas",0,2,1,0.005382872,53.82872,3.98580715372801,1.73101405279458,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_124","BA_S","Shallow","offshore","Pver",0,1,1,0.022527802,225.27802,5.41733528386855,2.3527188204039,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_125","BA_S","Shallow","offshore","Pmas",0,1,1,0.008730484,87.30484,4.46940590231678,1.941038320762,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_126","BA_S","Shallow","offshore","Pmas",0,1,1,0.01379705,137.9705,4.9270398941896,2.13978623816373,"pm","pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_127","BA_S","Shallow","offshore","Menc",0,1,1,0.008600948,86.00948,4.45445752273649,1.93454632199688,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_128","BA_S","Shallow","offshore","Pmas",0,1,1,0.008375041,83.75041,4.42784106621558,1.92298694180204,"pm","bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_129","BA_S","Shallow","offshore","Gspp",0,4,1,0.006666921,66.66921,4.19974322715223,1.82392530896277,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_130","BA_S","Shallow","offshore","Lobo_sp",0,1,1,0.002551322,25.51322,3.23919674919781,1.40676527397556,NA,"bad"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_131","BA_S","Shallow","offshore","Pmas",0,1,1,0.007726836,77.26836,4.34728455744175,1.88800169456017,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_132","BA_S","Shallow","offshore","Pmas",0,1,1,0.005478992,54.78992,4.0035062354288,1.73870066631199,NA,"pm"
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_133","BA_S","Shallow","offshore","Pmas",0,1,1,0.00557261,55.7261,4.02044861887074,1.74605864995111,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_134","BA_S","Shallow","offshore","Pmas",0,1,1,0.003225432,32.25432,3.47365198775919,1.50858789033608,NA,NA
"OCCH","OCCH_BA1S","OCCH_BA1S_P2","OCCH_BA1S_P2_135","BA_S","Shallow","offshore","Acor",0,1,1,0.009031309,90.31309,4.50328241115738,1.95575070161762,NA,NA
